period,mean_regret
5616,5.570448187344743
5617,5.570807342322311
5618,5.571166497299879
5619,5.5715256522774474
5620,5.571884807255016
5621,5.572243962232582
5622,5.572603117210152
5623,5.572962272187719
5624,5.573321427165286
5625,5.573680582142854
5626,5.5740397371204224
5627,5.5743988920979906
5628,5.574758047075558
5629,5.575117202053125
5630,5.575476357030694
5631,5.575835512008262
5632,5.57619466698583
5633,5.5765538219633966
5634,5.5769129769409655
5635,5.577272131918533
5636,5.577631286896101
5637,5.577990441873669
5638,5.578349596851237
5639,5.578708751828804
5640,5.579067906806373
5641,5.5794270617839405
5642,5.579786216761508
5643,5.580145371739076
5644,5.580504526716643
5645,5.580863681694212
5646,5.581222836671779
5647,5.581581991649347
5648,5.5819411466269155
5649,5.582300301604484
5650,5.582659456582052
5651,5.58301861155962
5652,5.583377766537188
5653,5.583736921514754
5654,5.584096076492324
5655,5.584455231469891
5656,5.584814386447459
5657,5.585173541425027
5658,5.585532696402595
5659,5.585891851380163
5660,5.58625100635773
5661,5.586610161335297
5662,5.586969316312866
5663,5.5873284712904345
5664,5.587687626268003
5665,5.588046781245569
5666,5.588405936223138
5667,5.588765091200705
5668,5.589124246178273
5669,5.589483401155841
5670,5.5898425561334095
5671,5.590201711110977
5672,5.590560866088546
5673,5.590920021066113
5674,5.59127917604368
5675,5.591638331021248
5676,5.5919974859988155
5677,5.5923566409763845
5678,5.592715795953952
5679,5.59307495093152
5680,5.593434105909088
5681,5.593793260886656
5682,5.594152415864225
5683,5.594511570841792
5684,5.59487072581936
5685,5.595229880796927
5686,5.595589035774497
5687,5.595948190752064
5688,5.596307345729631
5689,5.596666500707199
5690,5.597025655684767
5691,5.597384810662335
5692,5.597743965639903
5693,5.59810312061747
5694,5.598462275595039
5695,5.598821430572607
5696,5.599180585550175
5697,5.599539740527741
5698,5.59989889550531
5699,5.600258050482878
5700,5.600617205460446
5701,5.600976360438014
5702,5.601335515415582
5703,5.601694670393149
5704,5.602053825370718
5705,5.602412980348285
5706,5.602772135325853
5707,5.603131290303421
5708,5.603490445280988
5709,5.603849600258557
5710,5.604208755236124
5711,5.604567910213694
5712,5.60492706519126
5713,5.6052862201688285
5714,5.6056453751463975
5715,5.606004530123965
5716,5.606363685101533
5717,5.606722840079099
5718,5.607081995056669
5719,5.607441150034236
5720,5.6078003050118035
5721,5.608159459989372
5722,5.60851861496694
5723,5.608877769944508
5724,5.609236924922075
5725,5.609596079899642
5726,5.609955234877211
5727,5.610314389854779
5728,5.6106735448323475
5729,5.611032699809914
5730,5.611391854787483
5731,5.61175100976505
